latitude_index,longitude_index,PM2.5,PM10
52.3947,13.0407,8.351643332311365,12.503278876799072
52.3947,13.04055,13.506571514019358,15.77799803108789
52.39485,13.04055,6.42393204673308,15.371212057078715
52.39485,13.0404,4.199951144018856,12.509441286001334
52.39485,13.04025,4.962927214466682,12.654493063493817
52.39485,13.0401,3.423102015345338,10.273762554553173
52.39485,13.03995,2.9482050002890356,11.372729873644971
52.39485,13.0398,7.5441178128257675,17.701982383180166
52.3947,13.03965,3.5077647467473216,11.43047535186065
52.3947,13.0395,14.212864140056091,17.52999263279753
52.3947,13.03935,18.44147432709118,19.37078879879914
52.3947,13.0392,15.94493801724528,18.810075849010786
52.39455,13.0392,20.72414531128907,20.266778449346475
52.39455,13.03905,3.959235885228976,11.358049402325776
52.3944,13.03905,8.013398697063622,17.25341015415978
52.3944,13.0389,3.5188850192287595,11.50190933929889
52.3944,13.03875,8.200007652143812,14.80926564488908
52.39425,13.03875,2.473779563671793,9.870827233158536
52.39425,13.0386,6.891144630119131,15.419378086653168
52.39425,13.03845,5.369568215953459,12.009353109916773
52.39425,13.0383,10.465451494260288,14.260131106323001
52.3941,13.0383,4.28607109590482,11.589752392431365
52.3941,13.03815,6.748885458791294,15.366557734453863
52.39395,13.03815,3.175651581899854,10.648538520405452
52.39395,13.038,4.999122336819883,12.354247515111524
52.39395,13.03785,14.052429952121646,15.087895251582438
52.3938,13.03785,4.084489737994518,12.28194450509352
52.3938,13.0377,11.799139650461814,14.24370469990231
52.39365,13.03755,4.353224354687308,11.744983375463832
52.39365,13.0374,11.47517161762395,13.879912949906327
52.3935,13.03725,5.995120545697777,13.534254925949597
52.3935,13.0371,3.7358291481776313,9.525905424853192
52.3935,13.03695,4.980059567649139,13.349327308095496
52.3935,13.0368,24.05088848884602,24.05529139750331
52.39335,13.0368,11.671704977385959,14.651899096948313
52.39335,13.03665,3.8855042919001415,10.094720727685797
52.3932,13.03665,11.968831842252415,14.322702597242284
52.3932,13.0365,9.750120603052713,13.218826453803104
52.39305,13.0365,6.486895079704486,16.46842790365031
52.39305,13.03635,8.554764719171672,14.530763467439925
52.3929,13.03635,3.153530305000345,13.034588464166859
52.3929,13.0362,9.87476506479188,14.553331448449228
52.3929,13.03605,6.635483648424276,14.088638562591484
52.39275,13.0359,15.670797452185845,16.44533106612903
52.39275,13.03575,6.282244505556563,13.201029233415625
52.3926,13.0359,7.573310703650886,12.980989282276425
52.39245,13.0359,3.1105552844385445,12.032811530761933
52.39245,13.03605,17.13057550953308,15.75027652446397
52.39245,13.0362,4.3036952551008865,15.008558825579541
52.39245,13.03635,6.876647430430173,16.5210001194734
52.39245,13.0365,10.584991688752377,16.1262338759077
52.39245,13.03665,11.579934728017989,16.01957086499462
52.3923,13.03665,5.805230147208864,12.843060084936816
52.3923,13.0368,11.421035307696473,16.752453010069132
52.39215,13.0368,6.82084017069885,13.734404365431374
52.39215,13.03695,4.42708724320938,12.644233647891326
52.39215,13.0371,11.344683976097155,12.687540452123699
52.392,13.0371,3.453413709174537,9.326915514040024
52.39185,13.0371,5.102417455822135,12.591731117649388
52.3917,13.03725,11.37582015892284,13.062023009373661
52.3917,13.0371,1.4390777780428967,9.681263813858564
52.39155,13.0371,1.0565243103227946,6.6595360306914415
52.39155,13.03725,3.2925048428893606,8.356700692429627
52.3914,13.03725,11.4980107751111,12.87183150355861
52.39125,13.03725,11.970310195684274,12.83524962506499
52.3911,13.03725,7.049637035643553,12.261909754292532
52.39095,13.03725,3.856137263128052,12.418440647398825
52.3908,13.03725,5.188155960132621,12.827720466299638
52.3908,13.0374,11.932699555629192,12.978599902538178
52.39065,13.0374,12.09551749106677,12.83619514622302
52.39065,13.03755,8.970721696424054,12.778359762703872
52.3905,13.03755,11.065672314724045,15.921379974598437
52.3905,13.0377,4.309394563334144,12.698912366213364
52.39035,13.0377,4.587585326822,11.053870065008596
52.3902,13.0377,6.132312450510241,11.383857750942582
52.39005,13.0377,6.567531743128444,11.484306780580596
52.39005,13.03785,8.76213354367741,12.643685956666957
52.3899,13.03785,7.459099520514661,14.880057657716577
52.38975,13.03785,8.396939181023347,12.355936218002967
52.3896,13.038,3.211584605170877,10.095946813201422
52.3896,13.03815,3.517367150407173,9.720459725770127
52.3896,13.0383,3.1649844159961127,9.65552092462552
52.38945,13.03845,2.658955392650892,9.647622303940068
52.38945,13.0386,8.69969385483091,13.86877075728546
52.38945,13.03875,7.67911828813631,11.407286929982718
52.3893,13.03875,0.963812487164881,7.718409619651808
52.3893,13.0389,8.787888674857523,12.307324455108528
52.3893,13.03905,5.8598186341425205,11.304158155502279
52.3893,13.0392,5.985596870840574,10.382753344473485
52.3893,13.03935,4.939689949209044,11.070737120989108
52.3893,13.0395,14.286132156263395,14.177938952506338
52.38945,13.03965,4.900745495846551,11.859325423851601
52.38945,13.0398,17.59046021184399,20.360545506687345
52.3896,13.0398,4.755936770700438,11.726233037583995
52.3896,13.03995,18.5325680336661,17.415035382718315
52.38975,13.03995,5.125891385216472,10.448566774012292
52.38975,13.0401,16.2500218604319,17.0233652638168
52.3899,13.0401,3.425680625023306,8.625029822865997
52.39005,13.04025,6.493785212110912,12.097888502309118
52.3902,13.0404,5.301892284100938,11.110981739857777
52.39035,13.0404,7.39929978719172,12.789120760229025
52.39035,13.04055,3.1750283548146347,12.796138706498411
52.3905,13.0407,5.233987572314531,13.167447316030746
52.3905,13.04085,4.436669070265279,13.293179892252567
52.3905,13.04055,3.958137876870346,14.320480796768848
52.3905,13.0404,5.78472484805401,11.647725329860975
52.3905,13.04025,5.515362579548684,12.411051718573447
52.39065,13.04025,4.334805435884094,11.214783115546481
52.39065,13.0401,3.9414196042218848,10.190692115327025
52.39065,13.03995,3.489029790947675,12.377538214071024
52.39065,13.0398,2.6618366199326386,11.413551080235493
52.39065,13.03965,2.613784307527926,9.974113895227745
52.39065,13.0395,3.7778216368378903,10.773087405122965
52.3908,13.0395,3.513481793668502,9.107470092869619
52.39065,13.03935,6.509812148755291,11.60896859126862
52.39065,13.0392,7.046105936695091,11.613464812251848
52.3908,13.0392,6.237598419754614,11.730168548146139
52.39095,13.0392,6.667630552806953,12.139739495216503
52.39095,13.03905,5.703977548134035,9.72360510551539
52.3911,13.03905,7.195125259390549,11.971691052422202
52.39125,13.03905,15.902660792312286,17.11128764101477
52.3914,13.03905,12.333441464118074,13.94076814402613
52.39155,13.03905,10.691724447522294,11.822053027775667
52.3917,13.03905,3.8269571507454927,10.42002493732582
52.39185,13.03905,10.426450157355355,11.502433248458232
52.392,13.03905,10.404264145347405,14.951941196724022
52.39215,13.03905,15.241560784902113,15.889256135901974
52.39215,13.0392,17.912314210057712,16.88252843754617
52.39215,13.03935,14.22254006029138,16.050068930674342
52.39215,13.0395,5.72610545331853,12.11607416629505
52.39215,13.03965,5.997641535501063,11.901177770622581
52.39215,13.0398,2.679216594268113,9.711333367388534
52.39215,13.03995,6.55749298127267,11.549041708322093
52.39215,13.0401,2.4794375767232157,7.066977392934376
52.3923,13.0401,10.7351049746045,13.773885159768668
52.3923,13.04025,6.291375430388637,11.743344006378948
52.3923,13.0404,6.477770484727275,11.484125358915378
52.3923,13.04055,3.6202011297901437,10.667272256181441
52.3923,13.0407,2.693686968650659,6.908162791166632
52.3923,13.04085,6.530499379574893,11.302582707276258
52.39245,13.04085,18.681349504195104,16.49608344542594
52.39245,13.041,3.4346238737434494,10.292715896167977
52.3926,13.041,2.1086609791616806,6.677823233764855
52.39275,13.041,7.881098866394872,10.652696857959484
52.3929,13.041,4.88594564783265,11.031513867614194
52.3929,13.04115,16.343765066335912,16.218832447842317
52.39305,13.04115,14.544570221802802,13.723843791047216
52.39305,13.041,3.2969517332269636,8.047321543972146
52.3932,13.041,4.610128604296207,9.923484157786532
52.39335,13.041,5.40055379525554,10.922615349438502
52.3935,13.041,5.014641533757395,11.046989892842817
52.39365,13.041,11.076789823739876,14.047973719501556
52.3938,13.041,10.177407113293345,14.960696291418571
52.39395,13.041,11.328320716951076,14.61019916205123
52.3941,13.041,5.032982101347029,11.856042242651448
52.39425,13.04085,18.37330598285763,17.905915365731744
52.3944,13.04085,4.409684746676067,11.596201943323393
52.39455,13.04085,4.728589521452466,11.931381152574886
52.39455,13.0407,5.010635420865648,10.98601151662993
52.38945,13.03935,2.958342980785284,10.44792074161893
52.38945,13.0395,5.969124869604244,10.696900864680629
52.3896,13.0395,3.098227541893184,8.52274944508099
52.3896,13.03965,4.0651082287969915,10.867045200250686
52.38975,13.0398,2.0363321576401727,10.563949225755358
52.3899,13.03995,2.815577595552295,7.445915423609222
52.3899,13.04025,19.818888219550544,19.347548603742325
52.39005,13.0404,13.85531627286524,11.894852259624145
52.3902,13.04055,20.106943823098426,20.163247172197885
52.3911,13.0392,4.974525724806904,11.237142143675356
52.39125,13.0392,10.748049021757607,9.841223571003695
52.392,13.0392,2.1367524504616213,7.478299249605428
52.3923,13.03995,3.7360603985142964,13.77392801433431
52.39245,13.0407,18.14931333982495,17.14226175100589
52.3926,13.04115,17.423864562834005,16.24013215434138
52.39275,13.04115,7.036072835727525,11.510504046243682
52.3932,13.04115,8.093529598993285,12.41779558337015
52.39335,13.04115,8.783968318135376,13.479889043748926
52.3935,13.04115,8.590883651154392,15.725865757638758
52.39365,13.04115,4.448076968157045,11.032158387805097
52.3938,13.04115,5.779616416294129,10.883042902091205
52.39395,13.04115,7.091725938617046,12.918874210880404
52.39425,13.041,4.74909416755316,11.691280177502222
52.3944,13.041,9.089171905139288,12.977343107972729
52.39455,13.041,7.2745941483707846,13.640779261056139
52.395,13.04025,11.397388602452612,12.751738380376366
52.395,13.0401,12.26700277730397,16.74408805664484
52.395,13.03995,17.700336090468678,20.32688487209407
52.39485,13.03965,18.854279427367924,18.91388342555831
52.3947,13.03905,4.176640359589628,12.10988180956096
52.39455,13.0389,5.535157017527738,12.428694094330467
52.3944,13.0386,3.9869912443151128,12.177694388049176
52.3938,13.03815,3.9513750509557455,12.156440234145862
52.39365,13.03785,4.64791571372976,12.018860918029276
52.3935,13.03755,6.506882759317787,15.610304330756463
52.3935,13.0374,7.120230891839203,11.92693669532298
52.39335,13.03725,4.792456647159895,12.006442586987319
52.39335,13.0371,3.7148112321670537,12.495814949217376
52.39335,13.03695,7.379099102104329,13.597814708180096
52.3932,13.0368,5.286836176454511,14.0178965176583
52.39275,13.03605,3.2891381626952993,12.689901359275751
52.3926,13.03575,29.44958911862662,27.419539720716784
52.39215,13.03665,7.7954331743741765,13.329761758874326
52.392,13.03725,19.0425608736359,17.71940773513961
52.39185,13.03725,17.99841653818433,17.236903827145397
52.39095,13.0374,10.990346921893645,11.935751617794153
52.38945,13.0389,6.536088056358983,13.401012843817568
52.38915,13.0392,3.5741560910062633,11.341919241106794
52.39485,13.0407,0.4452596243147031,8.227928469684684
52.395,13.0404,3.140663458174989,10.704406917857568
52.39455,13.03935,1.2137170122600693,10.793354741444148
52.3941,13.038,15.977111633375866,17.565852328410074
52.39395,13.0377,12.642086818004708,15.475709959950265
52.3938,13.03755,16.207489714963856,15.215680047820513
52.3938,13.0374,3.4517597821433634,11.056708443791052
52.39365,13.03725,18.675876711150547,20.955704160509413
52.39305,13.0362,10.904022205823114,14.087425378801981
52.3929,13.0359,3.1124686271872104,9.965537259283792
52.3926,13.03605,6.934775122332118,13.161186794123182
52.3923,13.0365,7.520718864892755,14.689723634061266
52.3908,13.03755,0.7697099602193753,9.174548929377266
52.38975,13.038,8.171365550845373,14.67128983591968
52.3896,13.03845,5.328080250303286,10.663680269160736
52.3893,13.03965,17.75850434566299,16.616340771460727
52.39005,13.0401,1.2985358531816873,7.946174977845175
52.3902,13.04025,4.5242981769016986,10.208051889223853
52.3908,13.0401,18.925525685438252,17.848673055066556
52.3908,13.03995,12.075269142298335,11.243422467712406
52.3908,13.0398,19.684020904628383,16.883135768242028
52.3908,13.03965,16.086633321792558,15.044654282357897
52.3908,13.03935,10.714217847900118,11.077294240379103
52.3923,13.0398,18.563511440235615,15.13995078193068
52.3923,13.041,1.972842518838442,8.704943595549366
52.39245,13.04115,21.304691077690677,21.224784495481913
52.39455,13.04055,11.36443595410532,17.546937352800683
52.39455,13.03875,5.170241800917584,8.527219514620995
52.3923,13.03695,4.266882704876589,9.6871088299838
52.3911,13.0374,9.517550459787252,12.171211493513283
52.3896,13.03785,22.447467085716227,20.106246013251166
52.39035,13.04025,0.0,7.619017595015862
52.3905,13.0401,6.106905258429352,11.148473197320754
52.3905,13.03995,6.579068300209358,12.241946079452589
52.39095,13.03935,2.5397604548719133,7.691082344285519
52.3911,13.03935,0.0,7.545930536246772
52.39125,13.03935,2.2054519555640457,7.110683162233471
52.3914,13.0392,0.08836146633327857,7.728533725228161
52.39155,13.0392,3.6174928224910374,7.767993706822807
52.39215,13.04025,6.145414210482328,11.793953655717331
52.3941,13.04085,15.580090309695557,14.644290357593036
52.3947,13.0404,14.645822772418214,18.280906148869917
52.392,13.03695,1.372343816973273,8.945959329800019
52.39065,13.0404,22.820572078653647,17.792200101461958
52.392,13.03935,3.624193571828352,8.050989709231203
52.392,13.0395,1.9917864402266456,6.545795174701411
52.392,13.03965,1.6230454984781408,5.525040838479015
52.39215,13.0404,0.0,8.983977209101951
52.39395,13.04085,0.0,8.604055628458042
52.3947,13.0398,4.340968257314321,10.991134884738642
52.3944,13.03845,14.74162300598688,16.795061199635256
52.3938,13.038,6.35601837129077,13.256329626634098
52.39365,13.0377,2.6135788166946066,9.697680122451231
52.39305,13.03695,6.900140574684942,11.909712794377015
52.39305,13.03665,3.9305556181477845,10.92027299698799
52.3929,13.0365,1.1392801294471475,9.380719111007693
52.3926,13.0362,2.827940243498311,8.780797212392201
52.3926,13.03635,2.8258220267111174,9.178235647938891
52.3926,13.0365,5.079148511641389,11.215546180030856
52.39125,13.0374,13.716006249299342,12.494001526000488
52.39095,13.03755,2.7590380701395425,7.050885693873042
52.39065,13.0377,2.2525936954056975,7.340936358748451
52.3899,13.0377,9.098720739931144,9.887580048036739
52.38945,13.03905,6.592980291057737,11.304888385991006
52.38945,13.0392,6.555850326778447,11.723487746577518
52.38975,13.03965,2.85898425278595,11.620852761658455
52.3899,13.0398,2.2394370526991763,7.866545642724304
52.3917,13.0392,3.5699374065540646,8.000214335772739
52.39185,13.0392,2.1749022593297704,9.958818305579996
52.3926,13.04085,3.705379627813345,7.62286834086251
52.3944,13.0407,1.2629181497363007,7.8685345755837375
52.3938,13.03905,5.946114420703396,13.839020482921512
52.39425,13.0395,7.430417005009647,13.743882627851121
52.3944,13.03965,7.198301930563964,13.736526916706879
52.3944,13.0395,6.619738700049382,12.983259637411038
52.3941,13.03965,6.361673816532058,12.828461545894058
52.39395,13.0395,6.34653105634378,12.797186877446833
52.3941,13.03845,12.900063900739639,15.327403163744847
52.3938,13.03845,7.564793270754021,13.185821916599195
52.39365,13.03815,7.006880850590392,15.868394527699195
52.39305,13.0359,7.516968727766063,12.620502908629163
52.392,13.0368,6.555350762155889,12.706023740279477
52.39185,13.03695,7.338431830727629,15.840261202765504
52.3917,13.03695,6.802165817264978,12.297097297570204
52.39155,13.03695,5.953177302014835,12.106516984715796
52.38975,13.03815,5.821894577065551,11.233962425223268
52.38975,13.0383,7.118731454739672,12.050704089889138
52.3896,13.0386,6.320883908627396,11.369408448538849
52.39035,13.0401,4.62522090487606,11.004982744972835
52.3905,13.0398,3.607617404554241,7.151844736567341
52.3941,13.04115,11.723562482291685,13.179341157403499
52.39425,13.04115,9.27849351408156,13.51345953101432
52.3944,13.04115,9.90495290214021,13.561674775788077
52.3947,13.04085,3.179371112796217,12.858682524044085
52.39365,13.0371,20.068602424642,19.475951097218058
52.39305,13.03605,25.36850196378304,24.103366295058777
52.39035,13.03755,24.164264663993983,21.91099600765824
52.39455,13.0395,2.925430233887522,9.022379230384587
52.39395,13.03755,3.0295189796640294,10.742989638244651
52.3938,13.03725,2.5354610893179363,7.4347604840737915
52.39365,13.03695,3.612092363919633,7.907020182097483
52.3926,13.03665,27.698056167829364,29.347735979137724
52.3911,13.03755,2.9802431845305493,4.985934450944313
52.3902,13.0401,4.3224588759359674,10.430132311629663
52.39035,13.03995,3.857675500749897,7.835614432427633
52.39185,13.03935,2.1168770255403877,5.796414432867692
52.3947,13.0401,2.4903667856165113,7.877785018657505
52.3947,13.03995,2.5781084072446574,11.10570719101986
52.3914,13.0374,1.2171649676432876,3.1933342187869016
52.3902,13.03785,19.7988814960013,17.084890386756456
52.3923,13.03965,19.07869218707232,20.798274700871502
52.39245,13.0368,28.433748387560613,32.03233139100303
52.3923,13.0371,12.100314613172827,12.49722699067172
52.39035,13.03785,11.649928577116501,12.588325591097018
52.3893,13.0398,10.917799323717066,10.94191018059486
52.38945,13.03995,11.193625979459194,11.278612498464724
52.3896,13.0401,11.398727451548258,11.08075273065927
52.3908,13.04025,20.775595916501157,20.525312192128695
52.392,13.0389,17.418725635330617,14.69967074312558
52.39215,13.0389,14.852916332956855,17.43632881307758
52.3923,13.03935,10.494343991784495,9.424030661716827
52.39425,13.03815,9.59501556406861,9.114782638225165
52.3941,13.03785,11.286261653977531,9.84284675276308
52.395,13.04055,19.669024624472897,22.13142899086438
52.39515,13.04025,19.45450288200175,22.221336922151522
52.395,13.0398,18.803873649973276,19.745300995947673
52.3938,13.0365,17.47749432609375,21.672258502222576
52.3932,13.03635,15.750302975186393,15.956838775540291
52.39185,13.0389,19.75449530700823,15.271485227956646
52.3923,13.0395,17.612937010549555,19.625816199190922
52.39245,13.04055,16.726863756853124,14.853170879869822
52.3908,13.0404,30.614125615143436,28.430448371075272
52.39035,13.0407,19.719003753544662,23.783567836225984
52.39065,13.04055,19.687782074218564,23.251021734330607
52.39155,13.0389,20.797732090902855,23.17562941141705
52.3917,13.0389,30.526295725707737,34.327453622385406
52.3905,13.03785,33.65078665691597,32.71997270371264
52.3941,13.0407,30.11866520661114,35.21958268231583
52.3944,13.03935,31.887323140974576,31.672384172202328
52.39485,13.0395,31.82239831794662,31.387224992377924
