LogID,lat,lon,alt,time
385,52.392461667,13.040825,30.2,2023-01-20T15:37:19.000Z
386,52.392468333,13.040868333,29.8,2023-01-20T15:37:21.000Z
387,52.392481667,13.04091,29.0,2023-01-20T15:37:23.000Z
388,52.392486667,13.040943333,28.5,2023-01-20T15:37:25.000Z
389,52.392491667,13.040981667,28.3,2023-01-20T15:37:27.000Z
390,52.392498333,13.04102,27.8,2023-01-20T15:37:29.000Z
391,52.392498333,13.04102,27.8,2023-01-20T15:37:29.000Z
392,52.392523333,13.041095,26.1,2023-01-20T15:37:33.000Z
393,52.392523333,13.041123333,25.1,2023-01-20T15:37:35.000Z
394,52.392523333,13.041123333,25.1,2023-01-20T15:37:35.000Z
395,52.392575,13.041191667,26.8,2023-01-20T15:37:40.000Z
396,52.392595,13.041201667,27.9,2023-01-20T15:37:42.000Z
397,52.392595,13.041201667,27.9,2023-01-20T15:37:42.000Z
398,52.392643333,13.0412,30.4,2023-01-20T15:37:46.000Z
399,52.392678333,13.041198333,29.5,2023-01-20T15:37:48.000Z
400,52.3927,13.041196667,27.8,2023-01-20T15:37:49.000Z
401,52.392738333,13.041208333,26.7,2023-01-20T15:37:52.000Z
402,52.392756667,13.041211667,27.0,2023-01-20T15:37:54.000Z
403,52.392781667,13.041216667,26.5,2023-01-20T15:37:56.000Z
404,52.392803333,13.041216667,28.7,2023-01-20T15:37:58.000Z
405,52.392826667,13.041223333,31.7,2023-01-20T15:38:00.000Z
406,52.392856667,13.041218333,34.7,2023-01-20T15:38:02.000Z
407,52.392856667,13.041218333,34.7,2023-01-20T15:38:02.000Z
408,52.392908333,13.041211667,33.6,2023-01-20T15:38:06.000Z
409,52.392931667,13.041201667,33.4,2023-01-20T15:38:08.000Z
410,52.392931667,13.041201667,33.4,2023-01-20T15:38:08.000Z
411,52.392985,13.041205,32.2,2023-01-20T15:38:12.000Z
412,52.393006667,13.041206667,32.1,2023-01-20T15:38:14.000Z
413,52.393006667,13.041206667,32.1,2023-01-20T15:38:14.000Z
414,52.393038333,13.041258333,33.0,2023-01-20T15:38:19.000Z
415,52.39301,13.04126,34.9,2023-01-20T15:38:21.000Z
416,52.393051667,13.041256667,36.2,2023-01-20T15:38:22.000Z
417,52.393061667,13.041245,36.8,2023-01-20T15:38:25.000Z
418,52.39311,13.041213333,35.0,2023-01-20T15:38:27.000Z
419,52.393151667,13.0412,36.0,2023-01-20T15:38:29.000Z
420,52.393173333,13.041195,36.7,2023-01-20T15:38:31.000Z
421,52.393198333,13.041188333,35.9,2023-01-20T15:38:33.000Z
422,52.393228333,13.04118,33.9,2023-01-20T15:38:35.000Z
423,52.393261667,13.041175,34.1,2023-01-20T15:38:37.000Z
424,52.393281667,13.041168333,33.0,2023-01-20T15:38:39.000Z
425,52.39331,13.04117,30.2,2023-01-20T15:38:41.000Z
426,52.39331,13.04117,30.2,2023-01-20T15:38:41.000Z
427,52.393346667,13.04116,32.8,2023-01-20T15:38:45.000Z
428,52.393366667,13.041163333,31.2,2023-01-20T15:38:47.000Z
429,52.393366667,13.041163333,31.2,2023-01-20T15:38:47.000Z
430,52.393441667,13.041168333,30.1,2023-01-20T15:38:52.000Z
431,52.393466667,13.041166667,30.8,2023-01-20T15:38:54.000Z
432,52.393466667,13.041166667,30.8,2023-01-20T15:38:54.000Z
433,52.393526667,13.041161667,29.3,2023-01-20T15:38:58.000Z
434,52.39355,13.041161667,29.0,2023-01-20T15:39:00.000Z
435,52.39356,13.041155,28.3,2023-01-20T15:39:01.000Z
436,52.393596667,13.04115,27.3,2023-01-20T15:39:04.000Z
437,52.393621667,13.04115,27.4,2023-01-20T15:39:06.000Z
438,52.393645,13.041143333,28.2,2023-01-20T15:39:08.000Z
439,52.393666667,13.041131667,28.0,2023-01-20T15:39:10.000Z
440,52.393683333,13.04113,29.5,2023-01-20T15:39:12.000Z
441,52.393716667,13.041143333,30.3,2023-01-20T15:39:14.000Z
442,52.393716667,13.041143333,30.3,2023-01-20T15:39:14.000Z
443,52.393761667,13.041155,31.1,2023-01-20T15:39:18.000Z
444,52.393795,13.041141667,30.8,2023-01-20T15:39:20.000Z
445,52.393795,13.041141667,30.8,2023-01-20T15:39:20.000Z
446,52.393848333,13.041156667,30.7,2023-01-20T15:39:24.000Z
447,52.393863333,13.041146667,34.0,2023-01-20T15:39:26.000Z
448,52.393863333,13.041146667,34.0,2023-01-20T15:39:26.000Z
449,52.393921667,13.041086667,34.9,2023-01-20T15:39:31.000Z
450,52.393946667,13.041085,35.8,2023-01-20T15:39:33.000Z
451,52.393946667,13.041085,35.8,2023-01-20T15:39:33.000Z
452,52.394,13.041081667,33.2,2023-01-20T15:39:37.000Z
453,52.394021667,13.041071667,33.6,2023-01-20T15:39:39.000Z
454,52.394041667,13.041081667,34.0,2023-01-20T15:39:40.000Z
455,52.39408,13.041081667,34.3,2023-01-20T15:39:43.000Z
456,52.394105,13.041075,33.9,2023-01-20T15:39:45.000Z
457,52.394125,13.041068333,33.0,2023-01-20T15:39:47.000Z
458,52.394135,13.041075,33.7,2023-01-20T15:39:49.000Z
459,52.394161667,13.041078333,34.4,2023-01-20T15:39:51.000Z
460,52.394193333,13.041061667,34.5,2023-01-20T15:39:53.000Z
461,52.394193333,13.041061667,34.5,2023-01-20T15:39:53.000Z
462,52.394238333,13.04105,35.0,2023-01-20T15:39:57.000Z
463,52.394266667,13.04108,38.6,2023-01-20T15:39:59.000Z
464,52.394266667,13.04108,38.6,2023-01-20T15:39:59.000Z
465,52.394358333,13.041155,55.3,2023-01-20T15:40:04.000Z
466,52.394368333,13.041168333,57.3,2023-01-20T15:40:05.000Z
467,52.394368333,13.041168333,57.3,2023-01-20T15:40:05.000Z
468,52.394428333,13.041196667,63.5,2023-01-20T15:40:10.000Z
469,52.394461667,13.041198333,68.2,2023-01-20T15:40:12.000Z
470,52.394481667,13.041193333,70.6,2023-01-20T15:40:13.000Z
471,52.394558333,13.041196667,75.9,2023-01-20T15:40:16.000Z
472,52.394585,13.041168333,72.0,2023-01-20T15:40:18.000Z
473,52.394606667,13.041148333,70.4,2023-01-20T15:40:20.000Z
474,52.39462,13.041156667,70.1,2023-01-20T15:40:22.000Z
475,52.394656667,13.041166667,70.8,2023-01-20T15:40:24.000Z
476,52.39469,13.041125,70.0,2023-01-20T15:40:26.000Z
477,52.39469,13.041125,70.0,2023-01-20T15:40:26.000Z
478,52.394715,13.041001667,61.9,2023-01-20T15:40:30.000Z
479,52.394725,13.04095,57.6,2023-01-20T15:40:32.000Z
480,52.394725,13.04095,57.6,2023-01-20T15:40:32.000Z
481,52.394783333,13.040885,54.4,2023-01-20T15:40:36.000Z
482,52.3948,13.040851667,54.4,2023-01-20T15:40:38.000Z
483,52.3948,13.040851667,54.4,2023-01-20T15:40:38.000Z
484,52.394848333,13.040775,54.2,2023-01-20T15:40:43.000Z
485,52.39489,13.040766667,56.3,2023-01-20T15:40:45.000Z
486,52.39489,13.040766667,56.3,2023-01-20T15:40:45.000Z
487,52.394955,13.040743333,61.6,2023-01-20T15:40:49.000Z
488,52.394968333,13.040711667,63.3,2023-01-20T15:40:51.000Z
489,52.394971667,13.040666667,62.4,2023-01-20T15:40:53.000Z
490,52.394978333,13.040623333,62.0,2023-01-20T15:40:55.000Z
491,52.394976667,13.040583333,60.5,2023-01-20T15:40:57.000Z
492,52.394975,13.040538333,58.4,2023-01-20T15:40:59.000Z
493,52.394983333,13.040501667,56.7,2023-01-20T15:41:01.000Z
494,52.394988333,13.040448333,51.2,2023-01-20T15:41:03.000Z
495,52.395,13.040398333,46.6,2023-01-20T15:41:05.000Z
496,52.395,13.040398333,46.6,2023-01-20T15:41:05.000Z
497,52.395025,13.04032,41.6,2023-01-20T15:41:09.000Z
498,52.395038333,13.040286667,40.1,2023-01-20T15:41:11.000Z
499,52.395038333,13.040286667,40.1,2023-01-20T15:41:11.000Z
500,52.395053333,13.040188333,33.2,2023-01-20T15:41:16.000Z
501,52.395058333,13.040171667,32.8,2023-01-20T15:41:17.000Z
502,52.395058333,13.040171667,32.8,2023-01-20T15:41:17.000Z
503,52.395065,13.04008,29.0,2023-01-20T15:41:22.000Z
504,52.395051667,13.040048333,28.1,2023-01-20T15:41:24.000Z
505,52.395043333,13.040035,27.0,2023-01-20T15:41:25.000Z
506,52.395016667,13.039988333,26.1,2023-01-20T15:41:28.000Z
507,52.394998333,13.039958333,25.6,2023-01-20T15:41:30.000Z
508,52.39498,13.039926667,25.6,2023-01-20T15:41:32.000Z
509,52.394961667,13.039891667,25.6,2023-01-20T15:41:34.000Z
510,52.394943333,13.039861667,24.6,2023-01-20T15:41:36.000Z
511,52.39492,13.039836667,24.8,2023-01-20T15:41:38.000Z
512,52.39492,13.039836667,24.8,2023-01-20T15:41:38.000Z
513,52.39489,13.039773333,24.3,2023-01-20T15:41:42.000Z
514,52.394875,13.03974,24.3,2023-01-20T15:41:44.000Z
515,52.394875,13.03974,24.3,2023-01-20T15:41:44.000Z
516,52.394838333,13.039675,23.8,2023-01-20T15:41:48.000Z
517,52.394825,13.039645,23.6,2023-01-20T15:41:50.000Z
518,52.394825,13.039645,23.6,2023-01-20T15:41:50.000Z
519,52.39478,13.039576667,23.3,2023-01-20T15:41:55.000Z
520,52.394758333,13.039555,22.6,2023-01-20T15:41:57.000Z
521,52.394758333,13.039555,22.6,2023-01-20T15:41:57.000Z
522,52.394748333,13.039491667,23.1,2023-01-20T15:42:01.000Z
523,52.394735,13.039465,23.5,2023-01-20T15:42:03.000Z
524,52.394723333,13.03946,23.5,2023-01-20T15:42:04.000Z
525,52.394703333,13.03943,23.3,2023-01-20T15:42:07.000Z
526,52.394693333,13.039413333,23.6,2023-01-20T15:42:09.000Z
527,52.394688333,13.0394,24.7,2023-01-20T15:42:11.000Z
528,52.394688333,13.039398333,24.7,2023-01-20T15:42:13.000Z
529,52.394688333,13.039398333,23.7,2023-01-20T15:42:15.000Z
530,52.394688333,13.0394,23.1,2023-01-20T15:42:17.000Z
531,52.394688333,13.039398333,23.8,2023-01-20T15:42:19.000Z
532,52.394688333,13.039398333,23.7,2023-01-20T15:42:21.000Z
533,52.394688333,13.039398333,23.7,2023-01-20T15:42:23.000Z
534,52.394688333,13.039398333,23.7,2023-01-20T15:42:23.000Z
535,52.394688333,13.039398333,23.7,2023-01-20T15:42:27.000Z
536,52.39469,13.039395,24.9,2023-01-20T15:42:29.000Z
537,52.39469,13.039395,24.9,2023-01-20T15:42:29.000Z
538,52.394695,13.039348333,26.9,2023-01-20T15:42:34.000Z
539,52.394695,13.039325,27.5,2023-01-20T15:42:36.000Z
540,52.394695,13.039325,27.5,2023-01-20T15:42:36.000Z
541,52.394698333,13.03925,31.8,2023-01-20T15:42:40.000Z
542,52.394688333,13.039205,32.9,2023-01-20T15:42:42.000Z
543,52.394688333,13.039181667,32.7,2023-01-20T15:42:43.000Z
544,52.394675,13.03912,36.2,2023-01-20T15:42:46.000Z
545,52.39466,13.039088333,37.9,2023-01-20T15:42:48.000Z
546,52.394643333,13.039073333,39.9,2023-01-20T15:42:50.000Z
547,52.39463,13.039048333,41.3,2023-01-20T15:42:52.000Z
548,52.394613333,13.039021667,41.8,2023-01-20T15:42:54.000Z
549,52.394603333,13.038975,39.7,2023-01-20T15:42:56.000Z
550,52.39459,13.038938333,39.2,2023-01-20T15:42:58.000Z
551,52.394573333,13.038893333,36.8,2023-01-20T15:43:00.000Z
552,52.394553333,13.038855,36.7,2023-01-20T15:43:02.000Z
553,52.394553333,13.038855,36.7,2023-01-20T15:43:02.000Z
554,52.394523333,13.038766667,35.9,2023-01-20T15:43:06.000Z
555,52.394511667,13.038725,36.5,2023-01-20T15:43:08.000Z
556,52.394511667,13.038725,36.5,2023-01-20T15:43:08.000Z
557,52.394488333,13.03864,36.8,2023-01-20T15:43:13.000Z
558,52.39447,13.038613333,37.6,2023-01-20T15:43:15.000Z
559,52.39447,13.038613333,37.6,2023-01-20T15:43:15.000Z
560,52.394465,13.038541667,43.2,2023-01-20T15:43:19.000Z
561,52.394438333,13.038515,42.6,2023-01-20T15:43:21.000Z
562,52.394426667,13.0385,42.6,2023-01-20T15:43:22.000Z
563,52.394406667,13.038446667,42.1,2023-01-20T15:43:25.000Z
564,52.394386667,13.038408333,41.9,2023-01-20T15:43:27.000Z
565,52.394376667,13.03839,44.4,2023-01-20T15:43:29.000Z
566,52.394355,13.03837,45.3,2023-01-20T15:43:31.000Z
567,52.394323333,13.038338333,43.0,2023-01-20T15:43:33.000Z
568,52.394305,13.038305,41.2,2023-01-20T15:43:35.000Z
569,52.394275,13.038276667,40.0,2023-01-20T15:43:37.000Z
570,52.394256667,13.038256667,40.3,2023-01-20T15:43:39.000Z
571,52.394231667,13.038223333,40.9,2023-01-20T15:43:41.000Z
572,52.394231667,13.038223333,40.9,2023-01-20T15:43:41.000Z
573,52.394191667,13.038168333,42.3,2023-01-20T15:43:45.000Z
574,52.394176667,13.038125,41.6,2023-01-20T15:43:47.000Z
575,52.394176667,13.038125,41.6,2023-01-20T15:43:47.000Z
576,52.394148333,13.038036667,40.5,2023-01-20T15:43:52.000Z
577,52.394131667,13.038011667,39.6,2023-01-20T15:43:54.000Z
578,52.394131667,13.038011667,39.6,2023-01-20T15:43:54.000Z
579,52.3941,13.037923333,37.9,2023-01-20T15:43:58.000Z
580,52.394073333,13.037925,39.4,2023-01-20T15:44:00.000Z
581,52.39406,13.037916667,40.1,2023-01-20T15:44:01.000Z
582,52.394031667,13.037865,43.2,2023-01-20T15:44:04.000Z
583,52.394015,13.037833333,44.6,2023-01-20T15:44:06.000Z
584,52.39401,13.037795,46.3,2023-01-20T15:44:08.000Z
585,52.394006667,13.03776,47.5,2023-01-20T15:44:10.000Z
586,52.394,13.037738333,50.1,2023-01-20T15:44:12.000Z
587,52.393971667,13.037731667,52.0,2023-01-20T15:44:14.000Z
588,52.393966667,13.037691667,50.9,2023-01-20T15:44:16.000Z
589,52.393951667,13.037653333,48.6,2023-01-20T15:44:18.000Z
590,52.39393,13.037616667,46.3,2023-01-20T15:44:20.000Z
591,52.39393,13.037616667,46.3,2023-01-20T15:44:20.000Z
592,52.393913333,13.0375,37.7,2023-01-20T15:44:24.000Z
593,52.393896667,13.037485,41.3,2023-01-20T15:44:26.000Z
594,52.393896667,13.037485,41.3,2023-01-20T15:44:26.000Z
595,52.393843333,13.037403333,41.2,2023-01-20T15:44:31.000Z
596,52.393825,13.037373333,42.1,2023-01-20T15:44:33.000Z
597,52.393825,13.037373333,42.1,2023-01-20T15:44:33.000Z
598,52.393776667,13.037333333,42.3,2023-01-20T15:44:37.000Z
599,52.393753333,13.037325,40.7,2023-01-20T15:44:39.000Z
600,52.393745,13.037313333,40.8,2023-01-20T15:44:40.000Z
601,52.393708333,13.03726,40.8,2023-01-20T15:44:43.000Z
602,52.393688333,13.037256667,44.8,2023-01-20T15:44:45.000Z
603,52.393675,13.037218333,44.2,2023-01-20T15:44:47.000Z
604,52.393663333,13.037178333,43.6,2023-01-20T15:44:49.000Z
605,52.393645,13.037111667,39.7,2023-01-20T15:44:51.000Z
606,52.39363,13.037055,38.4,2023-01-20T15:44:53.000Z
607,52.39363,13.037055,38.4,2023-01-20T15:44:53.000Z
608,52.393593333,13.036966667,36.3,2023-01-20T15:44:57.000Z
609,52.393575,13.036928333,35.9,2023-01-20T15:44:59.000Z
610,52.393575,13.036928333,35.9,2023-01-20T15:44:59.000Z
611,52.393538333,13.03685,34.4,2023-01-20T15:45:03.000Z
612,52.393515,13.036826667,33.7,2023-01-20T15:45:05.000Z
613,52.393515,13.036826667,33.7,2023-01-20T15:45:05.000Z
614,52.393471667,13.036776667,35.2,2023-01-20T15:45:10.000Z
615,52.393461667,13.036771667,35.6,2023-01-20T15:45:11.000Z
616,52.393461667,13.036771667,35.6,2023-01-20T15:45:11.000Z
617,52.393438333,13.036758333,36.4,2023-01-20T15:45:16.000Z
618,52.393438333,13.036758333,37.4,2023-01-20T15:45:18.000Z
619,52.393438333,13.036758333,37.4,2023-01-20T15:45:18.000Z
620,52.393438333,13.03676,39.2,2023-01-20T15:45:22.000Z
621,52.393438333,13.03676,39.2,2023-01-20T15:45:24.000Z
622,52.393438333,13.03676,39.2,2023-01-20T15:45:26.000Z
623,52.393438333,13.03676,39.2,2023-01-20T15:45:28.000Z
624,52.393438333,13.03676,39.2,2023-01-20T15:45:30.000Z
625,52.393438333,13.03676,39.2,2023-01-20T15:45:32.000Z
626,52.393438333,13.03676,39.2,2023-01-20T15:45:32.000Z
627,52.39344,13.03676,38.9,2023-01-20T15:45:36.000Z
628,52.393438333,13.036758333,38.4,2023-01-20T15:45:38.000Z
629,52.393438333,13.036758333,38.4,2023-01-20T15:45:38.000Z
630,52.39343,13.03677,37.4,2023-01-20T15:45:42.000Z
631,52.393406667,13.036786667,37.1,2023-01-20T15:45:44.000Z
632,52.393406667,13.036786667,37.1,2023-01-20T15:45:44.000Z
633,52.39333,13.036771667,34.8,2023-01-20T15:45:49.000Z
634,52.393313333,13.03676,34.7,2023-01-20T15:45:50.000Z
635,52.393313333,13.03676,34.7,2023-01-20T15:45:50.000Z
636,52.393268333,13.03666,33.8,2023-01-20T15:45:55.000Z
637,52.393241667,13.036613333,33.5,2023-01-20T15:45:57.000Z
638,52.393231667,13.036591667,32.5,2023-01-20T15:45:58.000Z
639,52.393213333,13.036556667,31.6,2023-01-20T15:46:01.000Z
640,52.393195,13.036536667,31.5,2023-01-20T15:46:03.000Z
641,52.393175,13.036523333,31.6,2023-01-20T15:46:05.000Z
642,52.39315,13.036501667,31.5,2023-01-20T15:46:07.000Z
643,52.39312,13.03649,31.6,2023-01-20T15:46:09.000Z
644,52.393096667,13.036466667,29.8,2023-01-20T15:46:11.000Z
645,52.393096667,13.036466667,29.8,2023-01-20T15:46:11.000Z
646,52.393063333,13.036401667,27.0,2023-01-20T15:46:15.000Z
647,52.393048333,13.036366667,27.0,2023-01-20T15:46:17.000Z
648,52.393048333,13.036366667,27.0,2023-01-20T15:46:17.000Z
649,52.39302,13.036286667,25.2,2023-01-20T15:46:22.000Z
650,52.393011667,13.036275,25.5,2023-01-20T15:46:23.000Z
651,52.393011667,13.036275,25.5,2023-01-20T15:46:23.000Z
652,52.392978333,13.036196667,27.5,2023-01-20T15:46:28.000Z
653,52.392961667,13.036163333,26.8,2023-01-20T15:46:30.000Z
654,52.392961667,13.036163333,26.8,2023-01-20T15:46:30.000Z
655,52.392931667,13.036101667,29.1,2023-01-20T15:46:34.000Z
656,52.392915,13.03607,28.6,2023-01-20T15:46:36.000Z
657,52.392903333,13.036053333,28.1,2023-01-20T15:46:37.000Z
658,52.392878333,13.036013333,26.8,2023-01-20T15:46:40.000Z
659,52.392885,13.035973333,26.6,2023-01-20T15:46:42.000Z
660,52.392886667,13.035916667,29.0,2023-01-20T15:46:44.000Z
661,52.392893333,13.0359,29.7,2023-01-20T15:46:46.000Z
662,52.392891667,13.035898333,29.1,2023-01-20T15:46:48.000Z
663,52.392885,13.035885,29.5,2023-01-20T15:46:50.000Z
664,52.392885,13.035885,29.5,2023-01-20T15:46:50.000Z
665,52.392865,13.035881667,28.9,2023-01-20T15:46:54.000Z
666,52.392821667,13.03589,28.5,2023-01-20T15:46:56.000Z
667,52.392821667,13.03589,28.5,2023-01-20T15:46:56.000Z
668,52.392715,13.035938333,30.5,2023-01-20T15:47:01.000Z
669,52.392695,13.035943333,30.6,2023-01-20T15:47:02.000Z
670,52.392695,13.035943333,30.6,2023-01-20T15:47:02.000Z
671,52.39263,13.036013333,35.9,2023-01-20T15:47:07.000Z
672,52.392605,13.036046667,35.7,2023-01-20T15:47:09.000Z
673,52.392605,13.036046667,35.7,2023-01-20T15:47:09.000Z
674,52.392553333,13.03611,39.5,2023-01-20T15:47:13.000Z
675,52.392533333,13.036131667,41.9,2023-01-20T15:47:15.000Z
676,52.392521667,13.036173333,43.9,2023-01-20T15:47:17.000Z
677,52.39251,13.036213333,44.8,2023-01-20T15:47:19.000Z
678,52.392506667,13.036246667,42.4,2023-01-20T15:47:21.000Z
679,52.392513333,13.03628,39.2,2023-01-20T15:47:23.000Z
680,52.392513333,13.03628,39.2,2023-01-20T15:47:23.000Z
681,52.392501667,13.036343333,35.0,2023-01-20T15:47:27.000Z
682,52.392505,13.036388333,32.0,2023-01-20T15:47:29.000Z
683,52.392505,13.036388333,32.0,2023-01-20T15:47:29.000Z
684,52.392511667,13.036481667,30.0,2023-01-20T15:47:33.000Z
685,52.39251,13.036525,29.4,2023-01-20T15:47:35.000Z
686,52.39251,13.036525,29.4,2023-01-20T15:47:35.000Z
687,52.392531667,13.036598333,31.6,2023-01-20T15:47:40.000Z
688,52.392533333,13.03662,32.3,2023-01-20T15:47:41.000Z
689,52.392533333,13.03662,32.3,2023-01-20T15:47:41.000Z
690,52.39253,13.036705,34.3,2023-01-20T15:47:46.000Z
691,52.392535,13.03675,33.7,2023-01-20T15:47:48.000Z
692,52.392531667,13.036765,34.3,2023-01-20T15:47:49.000Z
693,52.392488333,13.036778333,32.3,2023-01-20T15:47:52.000Z
694,52.392461667,13.036791667,29.7,2023-01-20T15:47:54.000Z
695,52.39244,13.036811667,28.2,2023-01-20T15:47:56.000Z
696,52.392428333,13.03682,27.0,2023-01-20T15:47:58.000Z
697,52.392435,13.03682,24.4,2023-01-20T15:48:00.000Z
698,52.392446667,13.036798333,27.3,2023-01-20T15:48:02.000Z
699,52.392446667,13.036798333,27.3,2023-01-20T15:48:02.000Z
700,52.392486667,13.036738333,25.5,2023-01-20T15:48:06.000Z
701,52.392498333,13.036705,26.2,2023-01-20T15:48:08.000Z
702,52.392498333,13.036705,26.2,2023-01-20T15:48:08.000Z
703,52.392521667,13.03665,23.3,2023-01-20T15:48:13.000Z
704,52.392526667,13.036638333,23.2,2023-01-20T15:48:14.000Z
705,52.392526667,13.036638333,23.2,2023-01-20T15:48:14.000Z
706,52.392555,13.036578333,22.6,2023-01-20T15:48:19.000Z
707,52.392566667,13.03655,23.5,2023-01-20T15:48:21.000Z
708,52.392566667,13.03655,23.5,2023-01-20T15:48:21.000Z
709,52.392595,13.036498333,22.8,2023-01-20T15:48:25.000Z
710,52.392608333,13.036483333,20.3,2023-01-20T15:48:27.000Z
711,52.392615,13.036476667,20.2,2023-01-20T15:48:28.000Z
712,52.392633333,13.036455,20.2,2023-01-20T15:48:31.000Z
713,52.392641667,13.036433333,19.1,2023-01-20T15:48:33.000Z
714,52.392651667,13.036411667,19.3,2023-01-20T15:48:35.000Z
715,52.392653333,13.03639,18.8,2023-01-20T15:48:37.000Z
716,52.39266,13.036376667,19.1,2023-01-20T15:48:39.000Z
717,52.392658333,13.036373333,19.6,2023-01-20T15:48:41.000Z
718,52.392658333,13.036373333,19.6,2023-01-20T15:48:41.000Z
